Date,HE,PGE,SCE,SDGE,VEA,CAISO Total
5/30/2017,42885.58333,12495.14929,12275.67635,2150.670136,86.6389805,27008.13487
5/30/2017,42885.625,12486.88619,12647.16935,2140.856997,89.06300615,27363.97479
5/30/2017,42885.66667,12300.00221,12948.67962,2175.968573,89.87580244,27514.52636
5/30/2017,42885.70833,12694.5038,13176.80868,2251.445055,90.30936116,28213.06689
5/30/2017,42885.75,12901.2913,13184.46478,2360.401053,90.32364753,28536.48078
5/30/2017,42885.79167,13096.42229,13122.77271,2434.574352,87.67300001,28741.44225
5/30/2017,42885.83333,13191.75169,13079.2456,2512.07085,80.09069401,28863.15918
5/30/2017,42885.875,13402.60535,13370.91573,2615.492892,74.19229875,29463.20636
5/30/2017,42885.91667,12992.3249,12855.79803,2474.779631,66.82135355,28389.72392
5/30/2017,42885.95833,12001.48603,11771.05961,2240.77576,59.16831133,26072.48985
5/30/2017,42886,11017.71776,10821.1037,2038.43867,53.04065214,23930.3011
5/31/2017,42886.04167,10348.88042,10105.83596,1891.723695,48.91768418,22395.35811
5/31/2017,42886.08333,10180.21158,9601.920153,1794.400266,46.60025816,21623.13186
5/31/2017,42886.125,9922.468518,9290.732905,1741.564965,44.87102196,20999.63709
5/31/2017,42886.16667,9828.597537,9132.95717,1726.459327,44.26328582,20732.27764
5/31/2017,42886.20833,9988.992547,9251.367542,1760.06826,45.06187952,21045.49043
5/31/2017,42886.25,10515.09881,9744.864031,1888.456368,46.34175974,22194.76142
5/31/2017,42886.29167,10907.57879,10351.74879,2045.481913,48.68594668,23353.49554
5/31/2017,42886.33333,11493.63242,10772.91176,2206.82882,53.28364857,24526.65669
5/31/2017,42886.375,11822.2826,11223.47604,2296.087745,56.92438368,25398.77093
5/31/2017,42886.41667,12087.92657,11489.56823,2343.294969,61.51659839,25982.30595
5/31/2017,42886.45833,11722.46462,11890.2938,2333.970737,67.93968816,26014.66871
5/31/2017,42886.5,11611.06178,11966.14995,2309.306494,73.70529394,25960.22384
5/31/2017,42886.54167,11750.2797,11952.88985,2332.386668,78.02228295,26113.57847
5/31/2017,42886.58333,11785.67739,12090.90176,2272.388103,79.23920129,26228.20656
5/31/2017,42886.625,11970.15472,12142.88638,2272.104387,79.23911903,26464.38492
5/31/2017,42886.66667,11937.62485,12076.38403,2366.700381,78.79244599,26459.50184
5/31/2017,42886.70833,12199.08066,11898.15795,2365.96217,79.45865974,26542.65932
5/31/2017,42886.75,12297.03731,11909.12388,2416.037269,77.22737905,26699.4261
5/31/2017,42886.79167,12714.8415,12096.97082,2444.198415,72.3886847,27328.39939
5/31/2017,42886.83333,12924.25372,12254.39894,2535.837783,68.94633293,27783.43637
5/31/2017,42886.875,13159.55041,12791.66611,2599.788864,66.11425767,28617.11943
5/31/2017,42886.91667,12989.89924,12320.64336,2460.202172,60.95254927,27831.69745
5/31/2017,42886.95833,12012.074,11373.41764,2226.732524,54.0485559,25666.27285
5/31/2017,42887,11006.68673,10424.66175,2009.944355,48.31015794,23489.60295
6/1/2017,42887.04167,10502.21934,9867.000852,1891.473505,44.88061381,22305.57428
6/1/2017,42887.08333,10635.40185,9482.796036,1848.352876,42.77580768,22009.32648
6/1/2017,42887.125,10368.63856,9218.185845,1788.650408,41.58243941,21417.05707
6/1/2017,42887.16667,10318.54733,9118.378534,1778.557399,41.03888818,21256.52257
6/1/2017,42887.20833,10465.66714,9246.100345,1805.673528,42.17064074,21559.6116
6/1/2017,42887.25,10905.8051,9711.25069,1896.434535,43.976062,22557.46645
6/1/2017,42887.29167,11399.63283,10370.16544,2082.874726,47.259239,23899.9321
6/1/2017,42887.33333,12252.16572,10948.23021,2244.167636,50.8036783,25495.36766
6/1/2017,42887.375,12383.03086,11213.09956,2351.671322,53.94408141,26001.74647
6/1/2017,42887.41667,12342.66119,11313.48786,2394.667633,57.86957063,26108.68639
6/1/2017,42887.45833,12351.43078,11396.71165,2407.49412,62.74521406,26218.38184
6/1/2017,42887.5,12417.66166,11456.14229,2377.685976,67.93302333,26319.42293
6/1/2017,42887.54167,12497.56707,11535.50665,2348.197935,72.96930377,26454.24093
6/1/2017,42887.58333,12793.92909,11687.45376,2301.923824,76.86985107,26860.17649
6/1/2017,42887.625,13086.99106,12025.07956,2254.768431,80.17830546,27447.01726
6/1/2017,42887.66667,13410.04671,12500.17429,2245.121709,82.07410146,28237.41698
6/1/2017,42887.70833,13664.98424,12768.00309,2273.768376,82.70124625,28789.45684
6/1/2017,42887.75,13813.77078,12881.02088,2324.791129,82.10987873,29101.69269
6/1/2017,42887.79167,13820.03371,12910.07979,2413.462401,79.37724062,29222.95282
6/1/2017,42887.83333,13819.49164,12923.24212,2504.7196,73.51359726,29320.96749
6/1/2017,42887.875,13796.14252,13223.79842,2641.032187,68.80529113,29729.77908
6/1/2017,42887.91667,13568.08982,12788.64087,2517.208583,62.38623207,28936.32585
6/1/2017,42887.95833,12489.08523,11832.17973,2279.564472,55.16363091,26655.99352
6/1/2017,42888,11455.63479,10866.92164,2062.50725,49.29241552,24434.35578
6/2/2017,42888.04167,11091.3397,10257.09487,1926.544259,45.33193978,23320.31052
6/2/2017,42888.08333,10960.7943,9864.310655,1865.239177,42.7415664,22733.086
6/2/2017,42888.125,10678.39677,9603.097613,1800.911131,41.37026462,22123.77589
6/2/2017,42888.16667,10551.50652,9443.049845,1779.176099,40.97708221,21814.70952
6/2/2017,42888.20833,10470.89822,9603.957249,1816.30131,41.72521761,21932.88205
6/2/2017,42888.25,10508.97316,10106.23418,1902.587691,43.59923096,22561.39456
6/2/2017,42888.29167,11148.81286,10612.50546,2077.410937,46.02549773,23884.7548
6/2/2017,42888.33333,11919.25144,11258.71087,2235.33301,49.31685716,25462.61244
6/2/2017,42888.375,12558.74156,11497.30176,2302.223073,51.85608722,26410.12217
6/2/2017,42888.41667,12673.19572,11859.28211,2222.62892,55.24369876,26810.35
6/2/2017,42888.45833,12799.16768,12344.10629,2185.164753,60.77722926,27389.21624
6/2/2017,42888.5,12697.87714,12743.68779,2192.641933,66.88772805,27701.09481
6/2/2017,42888.54167,12771.24555,13119.56498,2209.121215,73.1591991,28173.09061
6/2/2017,42888.58333,13081.20148,13707.96434,2252.908545,78.82299959,29120.89764
6/2/2017,42888.625,13376.49153,14300.5082,2317.311908,84.65331854,30078.96515
6/2/2017,42888.66667,13928.81982,14771.43282,2390.590507,88.80922197,31179.65188
6/2/2017,42888.70833,14425.93283,15042.26024,2458.888234,90.11648832,32017.19798
6/2/2017,42888.75,14800.54149,15057.04091,2514.708603,90.32623836,32462.61699
6/2/2017,42888.79167,14930.10773,14725.63896,2527.038916,87.46735064,32270.25357
6/2/2017,42888.83333,14764.58414,14335.3677,2561.299914,81.4966874,31742.74877
6/2/2017,42888.875,14591.43605,14349.38686,2629.071417,75.14796604,31645.04217
6/2/2017,42888.91667,14218.21907,13749.48285,2522.741956,67.37691766,30557.82035
6/2/2017,42888.95833,13173.0779,12803.91154,2329.756161,59.41352401,28366.15912
6/2/2017,42889,12112.35286,11663.51835,2124.902148,52.9734529,25953.74665
6/3/2017,42889.04167,11267.22556,10846.39001,1960.788007,47.99744721,24122.40036
6/3/2017,42889.08333,10672.59762,10343.48471,1848.972176,44.49407655,22909.54897
6/3/2017,42889.125,10301.15668,9965.749381,1787.387615,42.12301135,22096.41682
6/3/2017,42889.16667,10080.45299,9717.314808,1755.900425,40.98189544,21594.6503
6/3/2017,42889.20833,10048.33484,9658.433989,1752.398236,40.72779783,21499.8952
6/3/2017,42889.25,10179.04618,9711.451754,1787.963235,41.11091504,21719.57287
6/3/2017,42889.29167,10363.32474,9704.772044,1833.055592,43.00822387,21944.16053
6/3/2017,42889.33333,10848.08861,9988.124046,1957.01339,46.27699612,22839.50315
6/3/2017,42889.375,11151.15238,10326.90366,2009.979935,50.53671214,23538.57312
6/3/2017,42889.41667,11386.49115,10846.32944,2011.845209,56.28062621,24300.94644
6/3/2017,42889.45833,11666.36351,11415.30512,2022.567135,64.69011613,25168.92593
6/3/2017,42889.5,12007.19338,11895.2606,2019.770352,72.6513003,25994.87562
6/3/2017,42889.54167,12333.64978,12406.84505,2027.522908,80.01657181,26848.03441
6/3/2017,42889.58333,12535.3492,12997.66755,2028.817123,86.76010918,27648.59412
6/3/2017,42889.625,12482.1449,13550.66567,2063.472652,91.12454676,28187.40773
6/3/2017,42889.66667,12649.96912,13984.72708,2091.88211,94.26545977,28820.84388
6/3/2017,42889.70833,13215.15589,14345.04007,2191.628752,95.67256221,29847.49733
6/3/2017,42889.75,13740.58977,14438.30835,2300.518831,95.18512156,30574.60166
6/3/2017,42889.79167,13990.34254,14216.5651,2378.484526,91.61509906,30677.00727
6/3/2017,42889.83333,14010.96119,13905.94776,2435.677393,85.19507954,30437.78149
6/3/2017,42889.875,13865.30805,13882.91768,2531.295189,77.97750953,30357.49848
6/3/2017,42889.91667,13586.72217,13325.2751,2447.500302,70.51213722,29430.01005
6/3/2017,42889.95833,12689.44897,12439.48759,2263.230254,62.56545734,27454.73225
6/3/2017,42890,11705.05295,11465.04743,2062.779368,55.71061122,25288.59012
6/4/2017,42890.04167,10961.86719,10711.55126,1920.047093,51.04464139,23644.50973
6/4/2017,42890.08333,10352.02326,10172.48444,1814.461552,47.57082903,22386.54006
6/4/2017,42890.125,9954.28421,9753.009917,1755.267515,45.93670257,21508.49831
6/4/2017,42890.16667,9737.239866,9533.606066,1710.160458,44.16113216,21025.16742
6/4/2017,42890.20833,9718.49388,9424.854371,1715.904715,43.15965651,20902.4127
6/4/2017,42890.25,9697.858402,9340.033384,1739.790075,42.95401725,20820.63544
6/4/2017,42890.29167,9624.605733,9076.017374,1782.469996,45.20651496,20528.29991
6/4/2017,42890.33333,10046.615,9286.82945,1909.257719,50.09673307,21292.79947
6/4/2017,42890.375,10517.40014,9546.001326,2011.426396,56.78738893,22131.6159
6/4/2017,42890.41667,10631.34705,9941.97036,2041.712258,64.20116444,22679.23068
6/4/2017,42890.45833,10744.4916,10410.35919,1963.99145,71.26381465,23190.10608
6/4/2017,42890.5,10776.29427,10845.5247,1904.913214,77.44356732,23604.17574
6/4/2017,42890.54167,10953.7786,11366.79534,1904.885772,82.30013813,24307.76023
6/4/2017,42890.58333,11269.5175,11978.94827,1911.265418,86.62272963,25246.35433
6/4/2017,42890.625,11672.00125,12748.02621,1929.518348,90.24104001,26439.78696
6/4/2017,42890.66667,12183.10729,13338.32438,1979.467698,93.19568225,27594.09491
6/4/2017,42890.70833,12800.35463,13767.38239,2110.352355,94.46957571,28772.56098
6/4/2017,42890.75,13035.3068,14192.37708,2263.063342,94.30539045,29585.05264
6/4/2017,42890.79167,13236.76674,14164.71374,2384.970602,91.89118855,29878.34208
6/4/2017,42890.83333,13265.56777,13755.67036,2459.275681,85.88093256,29566.39464
6/4/2017,42890.875,13311.13566,13742.3865,2561.977561,80.37345972,29695.87285
6/4/2017,42890.91667,13064.18394,13259.46984,2441.09605,73.44121192,28838.18953
6/4/2017,42890.95833,12020.75248,12206.37839,2222.851353,64.66787436,26514.64952
6/4/2017,42891,10929.04831,11112.22174,2042.998558,57.34521492,24141.6136
6/5/2017,42891.04167,10198.90207,10360.73585,1922.661052,52.20027324,22534.49896
6/5/2017,42891.08333,9764.611857,9919.652243,1827.939012,48.76262773,21560.96549
6/5/2017,42891.125,9535.766194,9640.099815,1791.846374,46.1527628,21013.86526
6/5/2017,42891.16667,9463.118315,9539.836969,1774.207417,45.30798342,20822.4708
6/5/2017,42891.20833,10143.52466,9756.05959,1815.976654,45.92279771,21761.48403
6/5/2017,42891.25,10795.34367,10267.53621,1918.613825,47.56721315,23029.06168
6/5/2017,42891.29167,11420.21309,10847.40949,2091.408056,51.14639681,24410.17796
6/5/2017,42891.33333,12067.40263,11611.64673,2256.675319,57.21657626,25992.94165
6/5/2017,42891.375,12279.6953,11958.09199,2363.885642,62.86356911,26664.53681
6/5/2017,42891.41667,12063.07048,12314.09171,2427.140157,70.30430373,26874.60673
6/5/2017,42891.45833,12383.83706,12763.87506,2417.479272,77.18948172,27642.381
6/5/2017,42891.5,12798.37988,13088.59259,2345.927592,82.93542713,28315.83559
6/5/2017,42891.54167,13017.0085,13442.76948,2251.052616,87.98002061,28798.81043
6/5/2017,42891.58333,13214.06296,14023.96049,2246.559032,91.7715498,29576.35394
6/5/2017,42891.625,13294.57841,14518.14525,2298.766177,94.03701424,30205.52738
6/5/2017,42891.66667,13831.55464,14929.32209,2333.882979,100.351999,31195.11196
6/5/2017,42891.70833,14417.0605,15220.51808,2418.68159,96.16188745,32152.42284
6/5/2017,42891.75,14943.74506,15249.49469,2474.730001,95.73389196,32763.70368
6/5/2017,42891.79167,15274.2777,14962.58294,2526.437869,93.72732952,32857.02583
6/5/2017,42891.83333,15198.40499,14684.77046,2588.53455,87.12366877,32558.83373
6/5/2017,42891.875,14976.16733,14652.22998,2670.099921,80.34867005,32378.84648
6/5/2017,42891.91667,14470.60925,13934.98991,2526.442929,71.79522195,31003.83705
6/5/2017,42891.95833,13190.78221,12817.4034,2293.271495,62.58862948,28364.04541
6/5/2017,42892,11953.2794,11764.1132,2071.212779,55.20630311,25843.8126
6/6/2017,42892.04167,11093.15576,10887.4556,1925.11012,50.02742102,23955.74885
6/6/2017,42892.08333,10555.8772,10374.60169,1833.088628,47.04708008,22810.61444
6/6/2017,42892.125,10217.23285,9995.798853,1783.707465,45.26765656,22042.00717
6/6/2017,42892.16667,10081.11258,9838.112439,1767.012544,44.10985244,21730.34716
6/6/2017,42892.20833,10232.76565,9986.151469,1799.248238,44.80995048,22062.97534
6/6/2017,42892.25,10685.30432,10450.35376,1916.951373,46.60273214,23099.21243
6/6/2017,42892.29167,11331.63017,11127.25793,2108.998653,49.3885173,24617.27538
6/6/2017,42892.33333,11943.57684,11806.62905,2284.592716,53.51850805,26088.31739
6/6/2017,42892.375,12149.33441,12230.98337,2386.908556,59.05101841,26826.27751
6/6/2017,42892.41667,12527.78894,12546.99515,2467.125176,66.16721561,27608.07683
6/6/2017,42892.45833,12678.52449,12802.89269,2492.781403,74.54274087,28048.74221
6/6/2017,42892.5,12606.59424,12967.56802,2463.196098,82.30734775,28119.66547
6/6/2017,42892.54167,12725.51931,13145.93859,2421.881533,89.05068945,28382.3902
6/6/2017,42892.58333,13101.743,13490.71179,2400.670892,93.67803208,29086.80402
6/6/2017,42892.625,13840.69833,13844.99765,2391.202115,97.7925518,30174.69101
6/6/2017,42892.66667,14241.5089,14170.42161,2390.164995,99.79599228,30901.89188
6/6/2017,42892.70833,14560.34304,14235.63024,2400.915132,99.8730476,31296.7613
6/6/2017,42892.75,14958.47496,14210.08953,2438.883432,98.25801655,31705.70553
6/6/2017,42892.79167,15086.35492,14063.19482,2476.75598,94.57632302,31720.88208
6/6/2017,42892.83333,14971.43672,13866.76331,2555.535402,88.17612513,31481.91221
6/6/2017,42892.875,14833.11714,13993.56578,2637.283051,81.37956357,31545.34592
6/6/2017,42892.91667,14400.73058,13457.57274,2490.462476,73.13924339,30421.9047
6/6/2017,42892.95833,13184.51159,12492.71915,2258.540444,64.08435576,27999.85585
6/6/2017,42893,12001.46911,11446.29038,2052.749277,57.23376642,25557.74254
6/7/2017,42893.04167,11259.39932,10776.02152,1949.036099,52.87763418,24037.33469
6/7/2017,42893.08333,10956.19055,10303.42945,1850.379784,49.61571745,23159.61582
6/7/2017,42893.125,10879.07814,9971.823493,1798.286753,46.95709825,22696.14626
6/7/2017,42893.16667,10912.74129,9798.114956,1783.001054,45.71826668,22539.57579
6/7/2017,42893.20833,10827.58072,9833.509126,1822.298665,45.87899674,22529.26831
6/7/2017,42893.25,10859.18029,10148.80807,1910.402643,47.26887601,22965.65965
6/7/2017,42893.29167,11354.74318,10567.8247,2083.185025,50.34340981,24056.0967
6/7/2017,42893.33333,12141.9728,11087.14104,2232.696806,55.57596993,25517.38699
6/7/2017,42893.375,12608.82154,11435.5256,2245.900093,61.08462318,26351.33219
6/7/2017,42893.41667,12603.64529,11791.79647,2297.474034,68.42817761,26761.3436
6/7/2017,42893.45833,12919.06996,12013.05868,2395.748422,75.53457588,27403.41155
6/7/2017,42893.5,12973.84385,12335.14178,2354.624204,81.47212341,27745.08195
6/7/2017,42893.54167,12991.42585,12577.31925,2280.250611,86.9283898,27935.92402
6/7/2017,42893.58333,13316.80659,12992.16396,2210.20378,92.30162536,28611.4756
6/7/2017,42893.625,13637.35911,13387.81469,2169.316442,95.85137066,29290.34152
6/7/2017,42893.66667,13903.68919,13796.32043,2187.886894,96.74874367,29984.64523
6/7/2017,42893.70833,13994.68575,14026.7571,2262.844633,96.66544508,30380.95286
6/7/2017,42893.75,14141.95386,14087.81929,2350.341111,94.99743715,30675.11095
6/7/2017,42893.79167,14181.26784,13974.38862,2422.922136,91.58213371,30670.16051
6/7/2017,42893.83333,14079.83477,13920.43656,2518.246595,85.91737543,30604.43529
6/7/2017,42893.875,14137.34568,14020.01221,2546.58872,80.58540292,30784.53202
6/7/2017,42893.91667,13848.94033,13492.18033,2388.737116,73.21443782,29803.07239
6/7/2017,42893.95833,12812.56984,12387.37327,2226.795318,64.34247426,27491.08096
6/7/2017,42894,11777.53045,11342.95061,2036.783364,57.1386182,25214.40352
6/8/2017,42894.04167,11029.49352,10625.64092,1936.790744,52.57687275,23644.50235
6/8/2017,42894.08333,10553.31972,10223.60455,1852.408113,49.21905298,22678.55119
6/8/2017,42894.125,10236.03011,9867.608194,1797.114887,46.9096257,21947.66297
6/8/2017,42894.16667,10281.74577,9621.117179,1775.495894,45.49504103,21723.8539
6/8/2017,42894.20833,10578.52486,9770.417693,1768.533248,46.1600181,22163.63516
6/8/2017,42894.25,10778.61759,10309.96986,1875.156102,47.66758414,23011.41109
6/8/2017,42894.29167,11470.07026,10935.03306,2056.734264,50.13322422,24511.97101
6/8/2017,42894.33333,12166.42171,11629.84992,2213.635431,53.62213788,26063.52967
6/8/2017,42894.375,12462.2339,11909.04065,2263.275516,57.25423469,26691.80455
6/8/2017,42894.41667,12585.28934,12190.40655,2265.947163,61.80925635,27103.45214
6/8/2017,42894.45833,13021.6922,12487.75662,2192.956496,70.82910648,27773.23532
6/8/2017,42894.5,13099.47592,12505.34283,2203.431717,72.79088393,27881.04153
6/8/2017,42894.54167,12783.80929,12488.02234,2168.861661,75.18316311,27515.87657
6/8/2017,42894.58333,12906.59644,12701.49746,2118.03999,79.42992021,27805.56351
6/8/2017,42894.625,12983.70435,12965.92918,2165.378207,82.19266576,28197.20465
6/8/2017,42894.66667,13145.36676,13263.21167,2238.060897,84.50297482,28731.14247
6/8/2017,42894.70833,13088.01682,13504.70775,2317.40749,86.18898976,28996.3211
6/8/2017,42894.75,13135.17664,13587.71971,2413.063985,86.87567814,29222.83589
6/8/2017,42894.79167,13328.30321,13455.30194,2459.139864,82.04433619,29324.78921
6/8/2017,42894.83333,13460.22341,13369.31972,2529.288653,76.42136079,29435.25297
6/8/2017,42894.875,13649.37114,13644.94411,2642.726629,72.97772588,30010.01995
6/8/2017,42894.91667,13463.75238,13236.6899,2525.759804,67.28516985,29293.4876
6/8/2017,42894.95833,12524.25609,12267.14531,2291.465846,60.27904652,27143.14645
6/8/2017,42895,11592.67551,11207.46236,2066.168447,53.16836247,24919.47463
6/9/2017,42895.04167,10925.64962,10423.39676,1919.109023,48.88329554,23317.03857
6/9/2017,42895.08333,10484.27611,10018.94925,1822.865788,46.20718795,22372.29849
6/9/2017,42895.125,10201.10686,9692.962166,1781.280248,44.76753173,21720.11714
6/9/2017,42895.16667,10110.83822,9610.142476,1735.38586,43.59399338,21499.96028
6/9/2017,42895.20833,10272.59206,9791.493564,1762.658634,43.87951377,21870.62422
6/9/2017,42895.25,10781.16263,10192.50049,1873.936198,45.77314727,22893.37281
6/9/2017,42895.29167,11412.58034,10626.86679,2015.149491,49.00770138,24103.60506
6/9/2017,42895.33333,11969.50219,11232.02446,2142.855042,53.56744557,25397.94929
6/9/2017,42895.375,12361.50244,11593.91813,2179.641297,57.61567554,26192.67738
6/9/2017,42895.41667,12512.79564,11798.31858,2147.591311,62.01146692,26520.71627
6/9/2017,42895.45833,12448.84704,12007.27999,2185.065393,68.78010808,26709.97238
6/9/2017,42895.5,12245.5277,12315.26931,2174.685746,71.30859976,26806.79148
6/9/2017,42895.54167,12049.73532,12600.32046,2171.689238,73.57182692,26895.31694
6/9/2017,42895.58333,12101.8821,12952.5222,2203.166621,77.00649794,27334.57696
6/9/2017,42895.625,12154.40503,13280.79101,2219.268523,80.4379271,27734.90299
6/9/2017,42895.66667,12180.94571,13594.96565,2295.453911,83.26699527,28154.63208
6/9/2017,42895.70833,12397.7414,13764.38258,2387.827517,85.98191127,28635.93352
6/9/2017,42895.75,12528.47157,13785.70668,2472.261496,84.08886998,28870.52856
6/9/2017,42895.79167,12808.24784,13686.54139,2518.145161,81.68533065,29094.61978
6/9/2017,42895.83333,12925.96186,13466.74615,2531.102113,75.92631,28999.73629
6/9/2017,42895.875,13019.61566,13606.29316,2611.193886,71.50801034,29308.61121
6/9/2017,42895.91667,12951.05111,13236.52383,2545.501192,66.06038303,28799.13615
6/9/2017,42895.95833,12120.61198,12469.82682,2385.213185,59.60646189,27035.25829
6/9/2017,42896,11239.91218,11516.78831,2170.364067,53.54834066,24980.61308
6/10/2017,42896.04167,10564.16143,10651.45392,1998.802717,49.46336728,23263.88107
6/10/2017,42896.08333,10101.92733,10167.17855,1885.51074,46.25660263,22200.87341
6/10/2017,42896.125,9791.966761,9854.230816,1829.757479,44.36593849,21520.32154
6/10/2017,42896.16667,9614.526988,9668.343013,1772.919242,43.22501771,21099.01413
6/10/2017,42896.20833,9624.46909,9687.788106,1772.667277,42.55692251,21127.4818
6/10/2017,42896.25,9756.269729,9777.638278,1803.581625,42.72949008,21380.2197
6/10/2017,42896.29167,9877.882051,9745.88207,1841.812424,44.72815942,21510.30495
6/10/2017,42896.33333,10188.65421,9952.71587,1940.514178,47.98550777,22129.86994
6/10/2017,42896.375,10503.70291,10300.12705,2074.498671,51.1773524,22929.50624
6/10/2017,42896.41667,10491.51618,10651.18692,2118.137255,54.83387199,23315.67393
6/10/2017,42896.45833,10605.57139,10727.11529,2150.995432,58.46716466,23542.14847
6/10/2017,42896.5,10720.26152,10707.03182,2095.077193,62.07184354,23584.44247
6/10/2017,42896.54167,10573.67697,10748.6316,2011.241287,65.13751475,23398.68733
6/10/2017,42896.58333,10393.95167,10857.06201,1882.943606,69.1394886,23203.09681
6/10/2017,42896.625,9902.728285,10945.17837,1802.01633,72.05907729,22721.98284
6/10/2017,42896.66667,9985.082544,11053.67376,1830.572452,72.59235735,22941.92131
6/10/2017,42896.70833,10366.81129,11148.90894,1913.187971,71.49419788,23500.40236
6/10/2017,42896.75,10830.46251,11253.04133,2049.358588,72.3613734,24205.22377
6/10/2017,42896.79167,11366.10403,11409.87611,2191.063002,71.34623277,25038.38926
6/10/2017,42896.83333,11770.05952,11521.22469,2286.293622,67.53264197,25645.11097
6/10/2017,42896.875,12113.06599,11930.28826,2434.750924,63.83107866,26541.93593
6/10/2017,42896.91667,12113.32661,11810.88572,2370.808238,59.67670953,26354.69641
6/10/2017,42896.95833,11500.39555,11218.42443,2200.042077,53.7596645,24972.62218
6/10/2017,42897,10764.66138,10563.49051,2022.735549,48.32110308,23399.208
6/11/2017,42897.04167,10196.71136,9877.484791,1878.302756,44.26339563,21996.76199
6/11/2017,42897.08333,9737.997793,9456.906166,1774.460267,41.916108,21011.28061
6/11/2017,42897.125,9438.220983,9126.952736,1711.232839,40.69342781,20317.1002
6/11/2017,42897.16667,9275.655722,8916.218317,1676.180209,39.60556165,19907.65996
6/11/2017,42897.20833,9254.366633,8843.0449,1672.679152,39.84247442,19809.93397
6/11/2017,42897.25,9324.911366,8827.354844,1693.973345,39.83073712,19886.07059
6/11/2017,42897.29167,9558.436349,8701.698502,1723.635608,41.54416686,20025.31499
6/11/2017,42897.33333,9612.00714,8855.233714,1804.337093,44.49109353,20316.06924
6/11/2017,42897.375,9721.36007,9056.165144,1936.761377,46.66750568,20760.95433
6/11/2017,42897.41667,9724.759816,9412.770885,1996.135036,49.40878214,21183.07426
6/11/2017,42897.45833,9723.809529,9667.314612,1957.19085,51.64435661,21399.95933
6/11/2017,42897.5,9680.115872,9786.530118,1870.057659,53.85608972,21390.5589
6/11/2017,42897.54167,9325.994793,9737.40433,1778.550295,54.94333948,20896.89262
6/11/2017,42897.58333,9273.938275,9745.615502,1685.827902,56.80238347,20762.18411
6/11/2017,42897.625,9246.19204,9695.091253,1657.771856,59.19210795,20658.24692
6/11/2017,42897.66667,9435.923521,9865.84457,1731.897779,61.04334263,21094.70909
6/11/2017,42897.70833,9918.387085,10146.86969,1876.606418,61.70076758,22003.5637
6/11/2017,42897.75,10490.41792,10451.78547,2101.741161,61.82933976,23105.77408
6/11/2017,42897.79167,11048.87189,10783.22835,2259.335108,59.40409159,24150.83973
6/11/2017,42897.83333,11429.85465,11048.48651,2366.099183,55.38723358,24899.82807
6/11/2017,42897.875,11875.61343,11613.44862,2457.189059,54.03670819,26000.28852
6/11/2017,42897.91667,11889.80428,11441.87932,2343.467519,51.14911133,25726.30044
6/11/2017,42897.95833,11114.75953,10778.61972,2139.217182,46.68984803,24079.28606
6/11/2017,42898,10256.32931,10025.63113,1942.304577,42.84284003,22267.10804
6/12/2017,42898.04167,9664.469762,9551.155329,1823.166822,40.51968824,21079.3109
6/12/2017,42898.08333,9322.624436,9255.670123,1773.709628,39.06147143,20391.06654
6/12/2017,42898.125,9149.187658,9042.349501,1722.841754,38.29935036,19952.67874
6/12/2017,42898.16667,9134.319125,8999.071596,1708.839629,38.32745663,19880.5582
6/12/2017,42898.20833,9401.837233,9238.896894,1753.00068,39.58181845,20433.31666
6/12/2017,42898.25,9939.993835,9598.718207,1834.259419,42.39387081,21415.36627
6/12/2017,42898.29167,10546.70318,10105.78842,1955.720408,44.64645747,22652.85824
6/12/2017,42898.33333,11120.96442,10669.72826,2056.164698,47.44640233,23894.30412
6/12/2017,42898.375,11449.29496,10959.4313,2095.750707,48.69504428,24553.1721
6/12/2017,42898.41667,11810.82428,11156.62838,2111.046041,50.18142991,25128.68036
6/12/2017,42898.45833,11825.56339,11420.98983,2106.967332,51.58760966,25405.10819
6/12/2017,42898.5,11629.44003,11449.20199,2100.075835,52.04737916,25230.76499
6/12/2017,42898.54167,11737.80754,11489.01524,2061.182608,52.27636977,25340.28163
6/12/2017,42898.58333,11776.31652,11606.3285,2065.578665,53.96046422,25502.18426
6/12/2017,42898.625,11875.9023,11737.57899,2053.923838,55.46702617,25722.87193
6/12/2017,42898.66667,11975.00962,11966.25864,2115.891516,57.58366577,26114.74372
6/12/2017,42898.70833,12217.34096,12070.28982,2213.885402,59.82158676,26561.33764
6/12/2017,42898.75,12281.93395,12264.64968,2339.816067,60.63016727,26947.02924
6/12/2017,42898.79167,12418.96135,12443.14202,2430.838222,60.81600221,27353.75776
6/12/2017,42898.83333,12677.87888,12459.24774,2499.436811,58.54068577,27695.10402
6/12/2017,42898.875,12882.03368,12820.16295,2613.699539,57.74285481,28373.63896
6/12/2017,42898.91667,12897.25865,12619.2991,2505.516502,55.01161192,28077.08599
6/12/2017,42898.95833,12033.88909,11680.33992,2263.94915,49.38130048,26027.55911
6/12/2017,42899,11064.43123,10802.48507,2043.90308,45.19766123,23956.01664
6/13/2017,42899.04167,10480.19116,10163.93257,1920.097123,42.8842133,22607.10516
6/13/2017,42899.08333,10069.82249,9758.347545,1824.31958,40.72222242,21693.21215
6/13/2017,42899.125,9799.074417,9506.113929,1757.097915,40.26051334,21102.5471
6/13/2017,42899.16667,9742.98312,9371.990321,1729.124158,39.93489322,20884.03272
6/13/2017,42899.20833,9933.597873,9540.78148,1727.333116,41.34689551,21243.06001
