,Hour Count,Actual: ,Predicted: 
36968,36968,2166,1953.7426519360524
36969,36969,2245,2210.0661512269808
36970,36970,2162,2222.788371670493
36971,36971,2077,2222.788371670493
36972,36972,1999,2222.788371670493
36973,36973,1938,2235.3631838322103
36974,36974,1947,2235.3631838322103
36975,36975,1966,2235.3631838322103
36976,36976,2156,2247.1722503706665
36977,36977,2201,2254.0916781638653
36978,36978,2154,2313.8613162528623
36979,36979,2374,2634.3038536027516
36980,36980,2522,2717.403359814114
36981,36981,2686,2674.320919276245
36982,36982,2628,2674.320919276245
36983,36983,2473,2698.2287566832592
36984,36984,2241,2445.283970102269
36985,36985,2054,2234.2387514183733
36986,36986,1951,2055.461873467845
36987,36987,1848,1944.3509889627444
36988,36988,1794,1898.0289236836447
36989,36989,1777,1795.5818156403827
36990,36990,1816,1942.569327499376
36991,36991,1926,1835.5647239094428
36992,36992,2179,1942.1754090112222
36993,36993,2309,2197.6469141919556
36994,36994,2338,2271.445412676973
36995,36995,2431,2255.6996050284006
36996,36996,2457,2267.9955675560186
36997,36997,2424,2271.445412676973
36998,36998,2417,2235.0843341981113
36999,36999,2391,2235.0843341981113
37000,37000,2383,2247.9325134119836
37001,37001,2400,2252.980924732714
37002,37002,2326,2313.8613162528623
37003,37003,2432,2599.7310778556775
37004,37004,2515,2642.9756842644774
37005,37005,2644,2642.9756842644774
37006,37006,2585,2642.9756842644774
37007,37007,2429,2629.580740428776
37008,37008,2214,2417.503795668906
37009,37009,2027,2210.5430878319594
37010,37010,1908,2053.8143975744815
37011,37011,1823,1830.6613228046015
37012,37012,1773,1782.3116997320308
37013,37013,1750,1782.3116997320308
37014,37014,1783,1782.3116997320308
37015,37015,1880,1821.381042042581
37016,37016,2137,1942.1754090112222
37017,37017,2253,2197.6469141919556
37018,37018,2263,2283.7413752045913
37019,37019,2238,2283.7413752045913
37020,37020,2099,2283.7413752045913
37021,37021,1961,2426.625477538094
37022,37022,1891,2271.445412676973
37023,37023,1905,2271.445412676973
37024,37024,1875,2255.6996050284006
37025,37025,1867,2252.7711374754354
37026,37026,1996,2325.947491523202
37027,37027,2169,2626.0273070696944
37028,37028,2360,2642.9756842644774
37029,37029,2550,2642.9756842644774
37030,37030,2521,2642.9756842644774
37031,37031,2382,2629.580740428776
37032,37032,2198,2417.503795668906
37033,37033,1998,2210.5430878319594
37034,37034,1850,2053.8143975744815
37035,37035,1751,1830.6613228046015
37036,37036,1691,1782.3116997320308
37037,37037,1661,1782.3116997320308
37038,37038,1672,1782.3116997320308
37039,37039,1731,1821.381042042581
37040,37040,1860,1830.6051545550479
37041,37041,1870,1870.7901552142134
37042,37042,1915,1943.5529547848648
37043,37043,1896,1943.5529547848648
37044,37044,1827,1943.5529547848648
37045,37045,1687,1933.130170213221
37046,37046,1669,1933.130170213221
37047,37047,1643,1933.130170213221
37048,37048,1627,1933.130170213221
37049,37049,1668,1965.0372411293133
37050,37050,1775,2210.6052558156853
37051,37051,1994,2522.032721394263
37052,37052,2195,2538.981098589046
37053,37053,2438,2538.981098589046
37054,37054,2427,2538.981098589046
37055,37055,2331,2538.981098589046
37056,37056,2173,2417.503795668906
37057,37057,2012,2210.5430878319594
37058,37058,1871,2035.348857200503
37059,37059,1776,1827.7569889805666
37060,37060,1731,1759.8609724959028
37061,37061,1710,1759.8609724959028
37062,37062,1703,1759.8609724959028
37063,37063,1747,1796.824423980202
37064,37064,1836,1785.6226935663253
37065,37065,1842,1812.1190111689339
37066,37066,1844,1891.2740078761246
37067,37067,1800,1895.7173156340104
37068,37068,1676,1895.7173156340104
37069,37069,1559,1895.7173156340104
37070,37070,1486,1895.7173156340104
37071,37071,1437,1895.7173156340104
37072,37072,1440,1895.7173156340104
37073,37073,1512,1898.7967137821586
37074,37074,1679,2075.21983529376
37075,37075,1929,2556.723919927271
37076,37076,2180,2599.1199504460237
37077,37077,2448,2599.1199504460237
37078,37078,2457,2599.1199504460237
37079,37079,2330,2585.7250066103225
37080,37080,2142,2386.6071268100022
37081,37081,1957,2195.128328140847
37082,37082,1886,2043.2348142411477
37083,37083,1809,1830.6613228046015
37084,37084,1768,1791.4666500760122
37085,37085,1764,1791.4666500760122
37086,37086,1825,1782.3116997320308
37087,37087,1950,1816.1942227473105
37088,37088,2212,2014.7930921802367
37089,37089,2309,2210.0661512269808
37090,37090,2222,2234.8745469408327
37091,37091,2089,2222.788371670493
37092,37092,2059,2222.788371670493
37093,37093,2002,2222.788371670493
37094,37094,1924,2222.788371670493
37095,37095,1871,2222.788371670493
37096,37096,1835,2222.788371670493
37097,37097,1862,2229.707799463692
37098,37098,1998,2313.8613162528623
37099,37099,2163,2636.4167399514677
37100,37100,2376,2653.3651171462507
37101,37101,2617,2653.3651171462507
37102,37102,2582,2642.9756842644774
37103,37103,2431,2639.9701733105494
37104,37104,2200,2417.503795668906
37105,37105,1999,2210.5430878319594
37106,37106,1875,2062.913385428732
37107,37107,1833,1830.6613228046015
37108,37108,1788,1797.157673256777
37109,37109,1783,1812.5899345992261
37110,37110,1806,1812.5899345992261
37111,37111,1970,1836.8387986887003
37112,37112,2246,2014.7930921802367
37113,37113,2303,2218.655962647639
37114,37114,2189,2234.8745469408327
37115,37115,2036,2222.788371670493
37116,37116,1933,2222.788371670493
37117,37117,1850,2222.788371670493
37118,37118,1806,2222.788371670493
37119,37119,1800,2222.788371670493
37120,37120,1834,2222.788371670493
37121,37121,1911,2229.707799463692
37122,37122,2030,2313.8613162528623
37123,37123,2180,2587.892160929853
37124,37124,2355,2608.761488049794
37125,37125,2578,2653.3651171462507
37126,37126,2559,2653.3651171462507
37127,37127,2406,2639.9701733105494
37128,37128,2184,2417.503795668906
37129,37129,1991,2210.5430878319594
37130,37130,1854,2062.913385428732
37131,37131,1769,1830.6613228046015
37132,37132,1720,1788.0027229127954
37133,37133,1714,1797.157673256777
37134,37134,1777,1788.0027229127954
37135,37135,1965,1821.381042042581
37136,37136,2189,1953.7426519360524
37137,37137,2255,2232.0266504783276
37138,37138,2157,2222.788371670493
37139,37139,2061,2222.788371670493
37140,37140,1961,2222.788371670493
37141,37141,1881,2222.788371670493
37142,37142,1889,2223.827484345909
37143,37143,1878,2235.3631838322103
37144,37144,1873,2247.1722503706665
37145,37145,1940,2254.0916781638653
37146,37146,2111,2313.8613162528623
37147,37147,2222,2577.50272804808
37148,37148,2384,2626.9536341685157
37149,37149,2587,2642.9756842644774
37150,37150,2574,2642.9756842644774
37151,37151,2422,2629.580740428776
37152,37152,2188,2417.503795668906
37153,37153,1982,2210.5430878319594
37154,37154,1852,2062.913385428732
37155,37155,1759,1830.6613228046015
37156,37156,1708,1782.3116997320308
37157,37157,1683,1782.3116997320308
37158,37158,1745,1782.3116997320308
37159,37159,1881,1821.381042042581
37160,37160,2111,1953.7426519360524
37161,37161,2181,2210.0661512269808
37162,37162,2140,2247.170509468451
37163,37163,1971,2258.1476722098546
37164,37164,1883,2222.788371670493
37165,37165,1868,2223.827484345909
37166,37166,1857,2235.3631838322103
37167,37167,1846,2244.652542433477
37168,37168,1883,2235.636550884365
37169,37169,1961,2254.0916781638653
37170,37170,2090,2428.616291017137
37171,37171,2255,2577.50272804808
37172,37172,2399,2598.372055168021
37173,37173,2582,2642.9756842644774
37174,37174,2568,2642.9756842644774
37175,37175,2399,2629.580740428776
37176,37176,2176,2417.503795668906
37177,37177,1968,2210.5430878319594
37178,37178,1839,2062.913385428732
37179,37179,1741,1830.6613228046015
37180,37180,1690,1782.3116997320308
37181,37181,1670,1782.3116997320308
37182,37182,1709,1782.3116997320308
37183,37183,1827,1821.381042042581
37184,37184,2028,1942.1754090112222
37185,37185,2100,2197.6469141919556
37186,37186,2058,2247.170509468451
37187,37187,1952,2222.788371670493
37188,37188,1911,2222.788371670493
37189,37189,1869,2235.3631838322103
37190,37190,1833,2246.340346573614
37191,37191,1857,2223.827484345909
37192,37192,1920,2235.636550884365
37193,37193,2016,2242.555978677564
37194,37194,2144,2313.8613162528623
37195,37195,2251,2626.0273070696944
37196,37196,2356,2642.9756842644774
37197,37197,2533,2642.9756842644774
37198,37198,2506,2642.9756842644774
37199,37199,2388,2629.580740428776
37200,37200,2213,2417.503795668906
37201,37201,2016,2210.5430878319594
37202,37202,1877,2062.913385428732
37203,37203,1785,1830.6613228046015
37204,37204,1722,1782.3116997320308
37205,37205,1693,1782.3116997320308
37206,37206,1696,1782.3116997320308
37207,37207,1747,1821.381042042581
37208,37208,1838,1830.6051545550479
37209,37209,1860,1870.7901552142134
37210,37210,1912,1943.5529547848648
37211,37211,1792,1957.5323198642297
37212,37212,1732,1974.4593374080894
37213,37213,1729,1974.4593374080894
37214,37214,1679,1947.1095352925859
37215,37215,1658,1933.130170213221
37216,37216,1728,1947.1095352925859
37217,37217,1824,2022.5381882069628
37218,37218,1919,2235.0074054666943
37219,37219,2074,2522.032721394263
37220,37220,2231,2538.981098589046
37221,37221,2433,2538.981098589046
37222,37222,2416,2538.981098589046
37223,37223,2311,2538.981098589046
37224,37224,2146,2417.503795668906
37225,37225,1890,2210.5430878319594
37226,37226,1827,2035.348857200503
37227,37227,1745,1827.7569889805666
37228,37228,1679,1759.8609724959028
37229,37229,1651,1759.8609724959028
37230,37230,1643,1759.8609724959028
37231,37231,1695,1796.824423980202
37232,37232,1762,1774.6062900575532
37233,37233,1784,1801.1026076601618
37234,37234,1868,1904.5311996569465
37235,37235,1825,1930.1752792129132
37236,37236,1719,1909.335943084991
37237,37237,1621,1895.7173156340104
37238,37238,1535,1895.7173156340104
37239,37239,1522,1895.7173156340104
37240,37240,1537,1895.7173156340104
37241,37241,1572,1898.7967137821586
37242,37242,1649,2075.21983529376
37243,37243,1852,2531.420622315052
37244,37244,2091,2573.816652833805
37245,37245,2330,2573.816652833805
37246,37246,2337,2573.816652833805
37247,37247,2225,2560.421708998104
37248,37248,2056,2386.6071268100022
37249,37249,1894,2195.128328140847
37250,37250,1780,2043.2348142411477
37251,37251,1707,1830.6613228046015
37252,37252,1696,1782.3116997320308
37253,37253,1684,1782.3116997320308
37254,37254,1746,1782.3116997320308
37255,37255,1847,1821.381042042581
37256,37256,2066,1942.1754090112222
37257,37257,2194,2197.6469141919556
37258,37258,2307,2247.170509468451
37259,37259,2334,2247.170509468451
37260,37260,2298,2235.0843341981113
37261,37261,2254,2235.0843341981113
37262,37262,2215,2235.0843341981113
37263,37263,2144,2235.0843341981113
37264,37264,2166,2235.0843341981113
37265,37265,2191,2242.0037619913105
37266,37266,2229,2325.947491523202
37267,37267,2349,2626.0273070696944
37268,37268,2459,2642.9756842644774
37269,37269,2619,2642.9756842644774
37270,37270,2551,2642.9756842644774
37271,37271,2405,2629.580740428776
37272,37272,2167,2426.494135183496
37273,37273,1958,2210.5430878319594
37274,37274,1834,2053.8143975744815
37275,37275,1734,1830.6613228046015
37276,37276,1682,1782.3116997320308
37277,37277,1662,1782.3116997320308
37278,37278,1702,1782.3116997320308
37279,37279,1859,1821.381042042581
37280,37280,2078,1942.1754090112222
37281,37281,2165,2197.6469141919556
37282,37282,2124,2234.8745469408327
37283,37283,2100,2234.8745469408327
37284,37284,2062,2222.788371670493
37285,37285,1853,2222.788371670493
37286,37286,1780,2222.788371670493
37287,37287,1811,2222.788371670493
37288,37288,1846,2222.788371670493
37289,37289,1880,2240.6849622050963
37290,37290,2007,2313.8613162528623
37291,37291,2182,2626.0273070696944
37292,37292,2365,2642.9756842644774
37293,37293,2554,2642.9756842644774
37294,37294,2555,2642.9756842644774
37295,37295,2419,2629.580740428776
37296,37296,2192,2417.503795668906
37297,37297,1989,2210.5430878319594
37298,37298,1847,2053.8143975744815
37299,37299,1799,1830.6613228046015
37300,37300,1765,1782.3116997320308
37301,37301,1735,1782.3116997320308
37302,37302,1778,1782.3116997320308
37303,37303,1883,1821.381042042581
37304,37304,2121,1942.1754090112222
37305,37305,2225,2197.6469141919556
37306,37306,2259,2258.1476722098546
37307,37307,2257,2258.1476722098546
37308,37308,2177,2258.1476722098546
37309,37309,1995,2267.9955675560186
37310,37310,1979,2255.6996050284006
37311,37311,1950,2255.6996050284006
37312,37312,2002,2267.9955675560186
37313,37313,1974,2265.067100003054
37314,37314,2029,2325.947491523202
37315,37315,2220,2626.0273070696944
37316,37316,2387,2642.9756842644774
37317,37317,2584,2642.9756842644774
37318,37318,2557,2642.9756842644774
37319,37319,2410,2629.580740428776
37320,37320,2191,2417.503795668906
37321,37321,2004,2210.5430878319594
37322,37322,1899,2053.8143975744815
37323,37323,1810,1830.6613228046015
37324,37324,1769,1782.3116997320308
37325,37325,1747,1782.3116997320308
37326,37326,1793,1782.3116997320308
37327,37327,1907,1821.381042042581
37328,37328,2127,1942.1754090112222
37329,37329,2222,2197.6469141919556
37330,37330,2269,2247.170509468451
37331,37331,2146,2247.170509468451
37332,37332,1982,2247.170509468451
37333,37333,1893,2222.788371670493
37334,37334,1849,2233.7655344118966
37335,37335,1847,2222.788371670493
37336,37336,1851,2222.788371670493
37337,37337,1943,2229.707799463692
37338,37338,2089,2313.8613162528623
37339,37339,2218,2626.0273070696944
37340,37340,2362,2642.9756842644774
37341,37341,2581,2642.9756842644774
37342,37342,2579,2642.9756842644774
37343,37343,2421,2629.580740428776
37344,37344,2199,2417.503795668906
37345,37345,1995,2210.5430878319594
37346,37346,1905,2053.8143975744815
37347,37347,1830,1830.6613228046015
37348,37348,1781,1782.3116997320308
37349,37349,1747,1782.3116997320308
37350,37350,1787,1782.3116997320308
37351,37351,1897,1821.381042042581
37352,37352,2086,1942.1754090112222
37353,37353,2179,2197.6469141919556
37354,37354,2134,2245.851709682237
37355,37355,2015,2234.8745469408327
37356,37356,2004,2222.788371670493
37357,37357,1928,2222.788371670493
37358,37358,1909,2222.788371670493
37359,37359,1908,2222.788371670493
37360,37360,1938,2222.788371670493
37361,37361,2022,2240.6849622050963
37362,37362,2102,2313.8613162528623
37363,37363,2228,2559.3105819293582
37364,37364,2366,2642.9756842644774
37365,37365,2530,2642.9756842644774
37366,37366,2512,2642.9756842644774
37367,37367,2395,2629.580740428776
37368,37368,2201,2417.503795668906
37369,37369,2010,2210.5430878319594
37370,37370,1876,2053.8143975744815
37371,37371,1775,1830.6613228046015
37372,37372,1710,1782.3116997320308
37373,37373,1683,1782.3116997320308
37374,37374,1700,1782.3116997320308
37375,37375,1757,1821.381042042581
37376,37376,1824,1830.6051545550479
37377,37377,1834,1870.7901552142134
37378,37378,1808,1957.5323198642297
37379,37379,1776,1957.5323198642297
37380,37380,1781,1964.0365528364455
37381,37381,1859,1964.0365528364455
37382,37382,1847,1981.4770851558374
37383,37383,1817,1998.1095855376534
37384,37384,1911,2288.32043177673
37385,37385,1820,2347.3348452871696
37386,37386,1926,2626.362884781073
37387,37387,2129,2664.778558379535
37388,37388,2290,2800.7059206011177
37389,37389,2467,2809.8500201840825
37390,37390,2472,2759.0514390591825
37391,37391,2363,2759.0514390591825
37392,37392,2194,2539.742207287497
37393,37393,2009,2312.7443861891575
37394,37394,1879,2046.337770726002
37395,37395,1789,1858.9904074938645
37396,37396,1706,1797.0708988821189
37397,37397,1671,1759.8609724959028
37398,37398,1673,1759.8609724959028
37399,37399,1729,1796.824423980202
37400,37400,1748,1774.6062900575532
37401,37401,1756,1801.1026076601618
37402,37402,1775,1891.2740078761246
37403,37403,1740,1909.335943084991
37404,37404,1626,1909.335943084991
37405,37405,1562,1895.7173156340104
37406,37406,1526,1903.2023785479937
37407,37407,1541,1903.2023785479937
37408,37408,1594,1910.2094025953488
37409,37409,1689,1913.288800743497
37410,37410,1834,2200.519528699739
37411,37411,2014,2480.3546229860935
37412,37412,2242,2573.816652833805
37413,37413,2438,2573.816652833805
37414,37414,2434,2573.816652833805
37415,37415,2300,2560.421708998104
37416,37416,2102,2386.6071268100022
37417,37417,1910,2195.128328140847
37418,37418,1827,2052.333802095399
37419,37419,1740,1830.6613228046015
37420,37420,1697,1782.3116997320308
37421,37421,1684,1782.3116997320308
37422,37422,1699,1782.3116997320308
37423,37423,1836,1821.381042042581
37424,37424,2039,1942.1754090112222
37425,37425,2083,2197.6469141919556
37426,37426,2040,2245.851709682237
37427,37427,2008,2233.7655344118966
37428,37428,2032,2256.188241919778
37429,37429,2050,2256.188241919778
37430,37430,2118,2558.3256532064997
37431,37431,2177,2427.3859422508767
37432,37432,2258,2469.2594411935906
37433,37433,2381,2809.0039169983147
37434,37434,2483,3364.7985855658626
37435,37435,2579,2730.7176832428145
37436,37436,2645,2836.657480376307
37437,37437,2773,2913.4597190816885
37438,37438,2728,2663.931486394472
37439,37439,2538,2629.580740428776
37440,37440,2275,2417.503795668906
37441,37441,2045,2210.5430878319594
37442,37442,1955,2062.913385428732
37443,37443,1838,1830.6613228046015
37444,37444,1796,1782.3116997320308
37445,37445,1750,1782.3116997320308
37446,37446,1789,1782.3116997320308
37447,37447,1890,1821.381042042581
37448,37448,2078,1942.1754090112222
37449,37449,2160,2197.6469141919556
37450,37450,2129,2222.788371670493
37451,37451,2106,2235.3631838322103
37452,37452,2102,2260.840876102482
37453,37453,2130,2370.669856258397
37454,37454,2203,2407.9246341139446
37455,37455,2288,2485.9212968258075
37456,37456,2397,2427.1894489287597
37457,37457,2514,2850.744095569743
37458,37458,2617,2993.197664648439
37459,37459,2725,2730.7176832428145
37460,37460,2774,3052.8122042803748
37461,37461,2848,3071.6744528757763
37462,37462,2786,2642.9756842644774
37463,37463,2587,2674.320919276245
37464,37464,2324,2445.283970102269
37465,37465,2086,2234.2387514183733
37466,37466,1979,2053.8143975744815
37467,37467,1885,1830.6613228046015
37468,37468,1818,1782.3116997320308
37469,37469,1810,1782.3116997320308
37470,37470,1830,1782.3116997320308
37471,37471,1928,1821.381042042581
37472,37472,2126,1942.1754090112222
37473,37473,2198,2197.6469141919556
37474,37474,2190,2222.788371670493
37475,37475,2112,2271.445412676973
37476,37476,2088,2243.61342975806
37477,37477,2080,2235.3631838322103
37478,37478,2043,2235.3631838322103
37479,37479,2040,2287.675148597154
37480,37480,2090,2235.636550884365
37481,37481,2215,2254.0916781638653
37482,37482,2360,2603.61582170104
37483,37483,2456,2577.50272804808
37484,37484,2536,2642.9756842644774
37485,37485,2683,2642.9756842644774
37486,37486,2648,2642.9756842644774
37487,37487,2511,2629.580740428776
37488,37488,2266,2426.494135183496
37489,37489,2056,2210.5430878319594
37490,37490,1920,2053.8143975744815
37491,37491,1820,1830.6613228046015
37492,37492,1809,1782.3116997320308
37493,37493,1777,1782.3116997320308
37494,37494,1803,1782.3116997320308
37495,37495,1910,1821.381042042581
37496,37496,2099,1942.1754090112222
37497,37497,2184,2197.6469141919556
37498,37498,2231,2234.8745469408327
37499,37499,2205,2234.8745469408327
37500,37500,2037,2222.788371670493
37501,37501,1935,2222.788371670493
37502,37502,1872,2222.788371670493
37503,37503,1855,2222.788371670493
37504,37504,1901,2222.788371670493
37505,37505,1931,2229.707799463692
37506,37506,2045,2313.8613162528623
37507,37507,2211,2636.4167399514677
37508,37508,2334,2653.3651171462507
37509,37509,2553,2642.9756842644774
37510,37510,2571,2642.9756842644774
37511,37511,2447,2629.580740428776
37512,37512,2222,2417.503795668906
37513,37513,2000,2210.5430878319594
37514,37514,1874,2062.913385428732
37515,37515,1782,1830.6613228046015
37516,37516,1735,1782.3116997320308
37517,37517,1720,1782.3116997320308
37518,37518,1771,1782.3116997320308
37519,37519,1917,1821.381042042581
37520,37520,2122,1953.7426519360524
37521,37521,2169,2210.0661512269808
37522,37522,2110,2222.788371670493
37523,37523,2018,2222.788371670493
37524,37524,1950,2222.788371670493
37525,37525,1914,2223.827484345909
37526,37526,1896,2235.3631838322103
37527,37527,1945,2235.3631838322103
37528,37528,1976,2247.1722503706665
37529,37529,2002,2242.555978677564
37530,37530,2110,2469.8980850442304
37531,37531,2254,2613.758101527713
37532,37532,2355,2717.403359814114
37533,37533,2503,2698.2287566832592
37534,37534,2517,2653.3651171462507
37535,37535,2400,2639.9701733105494
37536,37536,2224,2417.503795668906
37537,37537,2017,2210.5430878319594
37538,37538,1880,2062.913385428732
37539,37539,1784,1830.6613228046015
37540,37540,1729,1788.0027229127954
37541,37541,1734,1788.0027229127954
37542,37542,1706,1788.0027229127954
37543,37543,1759,1821.381042042581
37544,37544,1815,1830.6051545550479
37545,37545,1823,1870.7901552142134
37546,37546,1806,1933.130170213221
37547,37547,1783,1978.8220507524143
37548,37548,1745,2003.3971095116744
37549,37549,1757,2339.797011430811
37550,37550,1759,2339.797011430811
37551,37551,1784,2377.051789286358
37552,37552,1848,2396.316604101173
37553,37553,1953,2574.054264132721
37554,37554,2107,2595.7502380464553
37555,37555,2250,2671.0072847734145
37556,37556,2373,2802.8694893143147
37557,37557,2506,2847.9408884769514
37558,37558,2512,2609.6342673106833
37559,37559,2386,2564.308304771821
37560,37560,2204,2417.503795668906
37561,37561,2007,2210.5430878319594
37562,37562,1857,2044.447845054754
37563,37563,1759,1827.7569889805666
37564,37564,1696,1765.5519956766675
37565,37565,1670,1765.5519956766675
37566,37566,1672,1765.5519956766675
37567,37567,1705,1796.824423980202
37568,37568,1726,1797.8093029029344
37569,37569,1723,1826.9626135125359
37570,37570,1748,1891.2740078761246
37571,37571,1842,1903.2023785479937
37572,37572,1748,1903.2023785479937
37573,37573,1668,1894.895515802896
37574,37574,1695,1948.404647532166
37575,37575,1908,1894.895515802896
37576,37576,1795,1918.5162653404466
37577,37577,1876,1921.5956634885947
37578,37578,2049,2200.519528699739
37579,37579,2196,2588.456687278299
37580,37580,2325,2563.0558956674467
37581,37581,2486,2573.816652833805
37582,37582,2487,2573.816652833805
37583,37583,2362,2560.421708998104
37584,37584,2160,2386.6071268100022
37585,37585,1954,2195.128328140847
37586,37586,1879,2052.333802095399
37587,37587,1790,1830.6613228046015
37588,37588,1741,1782.3116997320308
37589,37589,1733,1782.3116997320308
37590,37590,1741,1782.3116997320308
37591,37591,1877,1821.381042042581
37592,37592,2088,1942.1754090112222
37593,37593,2169,2197.6469141919556
37594,37594,2144,2234.8745469408327
37595,37595,2059,2222.788371670493
37596,37596,1998,2222.788371670493
37597,37597,1951,2222.788371670493
37598,37598,1961,2222.788371670493
37599,37599,1944,2222.788371670493
37600,37600,1954,2222.788371670493
37601,37601,1985,2229.707799463692
37602,37602,2033,2313.8613162528623
37603,37603,2197,2636.4167399514677
37604,37604,2322,2653.3651171462507
37605,37605,2525,2653.3651171462507
37606,37606,2554,2653.3651171462507
37607,37607,2427,2639.9701733105494
37608,37608,2193,2417.503795668906
37609,37609,1995,2210.5430878319594
37610,37610,1879,2053.8143975744815
37611,37611,1794,1830.6613228046015
37612,37612,1777,1782.3116997320308
37613,37613,1745,1782.3116997320308
37614,37614,1793,1782.3116997320308
37615,37615,1917,1821.381042042581
37616,37616,2127,2014.7930921802367
37617,37617,2160,2210.0661512269808
37618,37618,2070,2222.788371670493
37619,37619,1951,2222.788371670493
37620,37620,1856,2222.788371670493
37621,37621,1777,2222.788371670493
37622,37622,1737,2222.788371670493
37623,37623,1774,2222.788371670493
37624,37624,1804,2222.788371670493
37625,37625,1874,2229.707799463692
37626,37626,1968,2313.8613162528623
37627,37627,2141,2636.4167399514677
37628,37628,2297,2653.3651171462507
37629,37629,2536,2653.3651171462507
37630,37630,2543,2653.3651171462507
37631,37631,2404,2639.9701733105494
37632,37632,2180,2417.503795668906
37633,37633,1979,2210.5430878319594
37634,37634,1855,2062.913385428732
37635,37635,1771,1830.6613228046015
37636,37636,1726,1788.0027229127954
37637,37637,1711,1797.157673256777
37638,37638,1758,1797.157673256777
37639,37639,1913,1836.8387986887003
37640,37640,2122,2014.7930921802367
37641,37641,2175,2210.0661512269808
37642,37642,2092,2222.788371670493
37643,37643,1981,2222.788371670493
37644,37644,1893,2222.788371670493
37645,37645,1834,2222.788371670493
37646,37646,1830,2222.788371670493
37647,37647,1842,2222.788371670493
37648,37648,1888,2222.788371670493
37649,37649,1946,2229.707799463692
37650,37650,2033,2313.8613162528623
37651,37651,2201,2577.50272804808
37652,37652,2324,2653.3651171462507
37653,37653,2532,2642.9756842644774
37654,37654,2549,2642.9756842644774
37655,37655,2399,2629.580740428776
37656,37656,2196,2417.503795668906
37657,37657,1988,2210.5430878319594
37658,37658,1873,2053.8143975744815
37659,37659,1768,1830.6613228046015
37660,37660,1725,1782.3116997320308
37661,37661,1713,1782.3116997320308
37662,37662,1752,1782.3116997320308
37663,37663,1896,1821.381042042581
37664,37664,2101,1953.7426519360524
37665,37665,2152,2210.0661512269808
37666,37666,2140,2222.788371670493
37667,37667,2266,2222.788371670493
37668,37668,2283,2247.170509468451
37669,37669,2115,2234.8745469408327
37670,37670,1964,2222.788371670493
37671,37671,1865,2222.788371670493
37672,37672,1846,2222.788371670493
37673,37673,1893,2229.707799463692
37674,37674,1972,2313.8613162528623
37675,37675,2136,2636.4167399514677
37676,37676,2293,2642.9756842644774
37677,37677,2508,2653.3651171462507
37678,37678,2551,2642.9756842644774
37679,37679,2429,2639.9701733105494
37680,37680,2182,2417.503795668906
37681,37681,1988,2210.5430878319594
37682,37682,1902,2053.8143975744815
37683,37683,1827,1832.1226746508023
37684,37684,1775,1782.3116997320308
37685,37685,1761,1782.3116997320308
37686,37686,1814,1782.3116997320308
37687,37687,1933,1821.381042042581
37688,37688,2121,1953.7426519360524
37689,37689,2175,2210.0661512269808
37690,37690,2072,2222.788371670493
37691,37691,1963,2222.788371670493
37692,37692,1873,2222.788371670493
37693,37693,1797,2222.788371670493
37694,37694,1755,2222.788371670493
37695,37695,1783,2222.788371670493
37696,37696,1770,2222.788371670493
37697,37697,1832,2229.707799463692
37698,37698,1951,2313.8613162528623
37699,37699,2138,2599.7310778556775
37700,37700,2261,2638.79255109434
37701,37701,2440,2642.9756842644774
37702,37702,2488,2642.9756842644774
37703,37703,2379,2629.580740428776
37704,37704,2190,2417.503795668906
37705,37705,1992,2210.5430878319594
37706,37706,1879,2062.913385428732
37707,37707,1824,1830.6613228046015
37708,37708,1760,1782.3116997320308
37709,37709,1732,1782.3116997320308
37710,37710,1709,1782.3116997320308
37711,37711,1756,1821.381042042581
37712,37712,1802,1830.6051545550479
37713,37713,1816,1870.7901552142134
37714,37714,1784,1943.5529547848648
37715,37715,1739,1933.130170213221
37716,37716,1714,1978.8220507524143
37717,37717,1791,2003.3971095116744
37718,37718,1804,2003.3971095116744
37719,37719,1748,1978.8220507524143
37720,37720,1764,1990.6311172908704
37721,37721,1902,2039.5429997368967
37722,37722,2038,2436.110093982238
37723,37723,2167,2513.938816326562
37724,37724,2264,2556.0478668817286
37725,37725,2406,2538.981098589046
37726,37726,2426,2538.981098589046
37727,37727,2325,2538.981098589046
37728,37728,2152,2426.494135183496
37729,37729,1969,2210.5430878319594
37730,37730,1840,2044.447845054754
37731,37731,1749,1827.7569889805666
37732,37732,1689,1759.8609724959028
37733,37733,1659,1759.8609724959028
37734,37734,1661,1759.8609724959028
37735,37735,1703,1796.824423980202
37736,37736,1719,1785.6226935663253
37737,37737,1725,1801.1026076601618
37738,37738,1706,1891.2740078761246
37739,37739,1694,1894.895515802896
37740,37740,1662,1894.895515802896
37741,37741,1635,1894.895515802896
37742,37742,1631,1894.895515802896
37743,37743,1651,1894.895515802896
37744,37744,1720,1910.2094025953488
37745,37745,1823,1982.6785595720928
37746,37746,2004,2479.358577645453
37747,37747,2192,2644.8580778627684
37748,37748,2364,2807.975374996261
37749,37749,2500,2636.724113770426
37750,37750,2525,2573.816652833805
37751,37751,2384,2560.421708998104
37752,37752,2171,2386.6071268100022
37753,37753,1955,2195.128328140847
37754,37754,1876,2052.333802095399
37755,37755,1814,1830.6613228046015
37756,37756,1766,1782.3116997320308
37757,37757,1757,1782.3116997320308
37758,37758,1791,1782.3116997320308
37759,37759,1922,1821.381042042581
37760,37760,2096,1942.1754090112222
37761,37761,2190,2197.6469141919556
